feature,gene,importance,abs_importance,importance_type,antibiotic,model
amr__mdtd,mdtd,0.0024,0.0024,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__oxyr,oxyr,0.0024,0.0024,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__haemophilus_influenzae_pbp3_conferring_resistance_to_beta-lactam_antibiotics,haemophilus_influenzae_pbp3_conferring_resistance_to_beta-lactam_antibiotics,0.0023,0.0023,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__epta,epta,0.0023,0.0023,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__suge,suge,0.0023,0.0023,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__kasa,kasa,0.0023,0.0023,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_coli_mdfa,escherichia_coli_mdfa,0.0023,0.0023,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__glpt,glpt,0.0023,0.0023,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ef-g,ef-g,0.0023,0.0023,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__type_b-3_chloramphenicol_o-acetyltransferase_catb3,type_b-3_chloramphenicol_o-acetyltransferase_catb3,0.0023,0.0023,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_coli_acra,escherichia_coli_acra,0.0023,0.0023,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__acrad-tolc,acrad-tolc,0.0023,0.0023,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__adiy,adiy,0.0023,0.0023,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__pmrb,pmrb,0.0023,0.0023,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__bcrc,bcrc,0.0023,0.0023,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__catb_family,catb_family,0.0022,0.0022,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__baes,baes,0.0022,0.0022,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_coli_acrab-tolc_with_acrr_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime,escherichia_coli_acrab-tolc_with_acrr_mutation_conferring_resistance_to_ciprofloxacin_tetracycline_and_ceftazidime,0.0022,0.0022,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__rpoc,rpoc,0.0022,0.0022,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__parc,parc,0.0022,0.0022,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__sulfonamide-resistant_dihydropteroate_synthase_sul2,sulfonamide-resistant_dihydropteroate_synthase_sul2,0.0022,0.0022,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_coli_soxs_with_mutation_conferring_antibiotic_resistance,escherichia_coli_soxs_with_mutation_conferring_antibiotic_resistance,0.0022,0.0022,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__inha_fabi,inha_fabi,0.0022,0.0022,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__soxr,soxr,0.0022,0.0022,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__acrz,acrz,0.0021,0.0021,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__cysb,cysb,0.0021,0.0021,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__dxr,dxr,0.0021,0.0021,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__pmrc,pmrc,0.0021,0.0021,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__fyua,fyua,0.0021,0.0021,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_aminoglycoside_o-phosphotransferase_aph6-id,multispecies_aminoglycoside_o-phosphotransferase_aph6-id,0.0021,0.0021,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__uhpt,uhpt,0.0021,0.0021,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__tolcopmh,tolcopmh,0.0021,0.0021,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__marb,marb,0.0021,0.0021,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aada,aada,0.002,0.002,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__iso-trna,iso-trna,0.002,0.002,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_coli_emre,escherichia_coli_emre,0.002,0.002,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mgrb,mgrb,0.002,0.002,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aada2,aada2,0.002,0.002,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,0.002,0.002,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__phop,phop,0.0019,0.0019,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_ptsi_with_mutation_conferring_resistance_to_fosfomycin,0.0019,0.0019,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_fosfomycin_resistant_glpt,escherichia_fosfomycin_resistant_glpt,0.0019,0.0019,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__pata,pata,0.0019,0.0019,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__oxa-48,oxa-48,0.0019,0.0019,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada5,ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada5,0.0019,0.0019,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrs1,multispecies_quinolone_resistance_pentapeptide_repeat_protein_qnrs1,0.0019,0.0019,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__katg,katg,0.0018,0.0018,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mpha_family_macrolide_2-phosphotransferase,mpha_family_macrolide_2-phosphotransferase,0.0018,0.0018,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__pmre,pmre,0.0018,0.0018,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__cpxr,cpxr,0.0018,0.0018,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_type_a-1_chloramphenicol_o-acetyltransferase,multispecies_type_a-1_chloramphenicol_o-acetyltransferase,0.0018,0.0018,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__mefb,mefb,0.0017,0.0017,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,class_d_beta-lactamase_ec_3.5.2.6_oxa-1_family,0.0017,0.0017,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,quaternary_ammonium_compound_efflux_smr_transporter_qace_delta_1,0.0017,0.0017,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__broad-spectrum_class_a_beta-lactamase_tem-1,broad-spectrum_class_a_beta-lactamase_tem-1,0.0017,0.0017,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ctx-m-1,ctx-m-1,0.0017,0.0017,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ctx-m-55,ctx-m-55,0.0017,0.0017,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aminoglycoside_3-nucleotidyltransferase_ec_2.7.7.-_ant3-ia_aada_family,aminoglycoside_3-nucleotidyltransferase_ec_2.7.7.-_ant3-ia_aada_family,0.0017,0.0017,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__nfsa,nfsa,0.0016,0.0016,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ec-5,ec-5,0.0016,0.0016,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__tem_family,tem_family,0.0016,0.0016,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__soxs,soxs,0.0016,0.0016,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_aminoglycoside_n-acetyltransferase_aac3-iid,multispecies_aminoglycoside_n-acetyltransferase_aac3-iid,0.0016,0.0016,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul2,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul2,0.0015,0.0015,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada2,0.0015,0.0015,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__oxa-1_family_class_d_beta-lactamase,oxa-1_family_class_d_beta-lactamase,0.0015,0.0015,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__flor_family,flor_family,0.0015,0.0015,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_fosmidomycin_resistant_cyaa,escherichia_fosmidomycin_resistant_cyaa,0.0015,0.0015,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aph6-icaph6-id,aph6-icaph6-id,0.0015,0.0015,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aminoglycoside_n-acetyltransferase_aac3-iie,aminoglycoside_n-acetyltransferase_aac3-iie,0.0015,0.0015,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__bla_2,bla_2,0.0015,0.0015,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_class_a_broad-spectrum_beta-lactamase_tem-1,multispecies_class_a_broad-spectrum_beta-lactamase_tem-1,0.0015,0.0015,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_coli_uhpt_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_uhpt_with_mutation_conferring_resistance_to_fosfomycin,0.0014,0.0014,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,multidrug_efflux_system_emrky-tolc_inner-membrane_protondrug_antiporter_emry_mfs_type,0.0014,0.0014,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_aminoglycoside_n-acetyltransferase_aac3-iia,multispecies_aminoglycoside_n-acetyltransferase_aac3-iia,0.0014,0.0014,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__sulfonamide-resistant_dihydropteroate_synthase_sul1,sulfonamide-resistant_dihydropteroate_synthase_sul1,0.0014,0.0014,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-8,cephalosporin-hydrolyzing_class_c_beta-lactamase_ec-8,0.0014,0.0014,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__dfra14,dfra14,0.0014,0.0014,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_aminoglycoside_o-phosphotransferase_aph3-ib,multispecies_aminoglycoside_o-phosphotransferase_aph3-ib,0.0013,0.0013,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__brpmbl,brpmbl,0.0013,0.0013,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aminoglycoside_n3-acetyltransferase_ec_2.3.1.81_aac3-iiiiiivviviiiixx,aminoglycoside_n3-acetyltransferase_ec_2.3.1.81_aac3-iiiiiivviviiiixx,0.0013,0.0013,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__tetb,tetb,0.0013,0.0013,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multidrug_efflux_system_mdtef-tolc_membrane_fusion_component_mdte,multidrug_efflux_system_mdtef-tolc_membrane_fusion_component_mdte,0.0013,0.0013,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__tetd,tetd,0.0013,0.0013,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__udp-n-acetylglucosamine_1-carboxyvinyltransferase_ec_2.5.1.7,udp-n-acetylglucosamine_1-carboxyvinyltransferase_ec_2.5.1.7,0.0013,0.0013,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aac3-iid,aac3-iid,0.0012,0.0012,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ec-8,ec-8,0.0012,0.0012,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__transcriptional_activator_gade,transcriptional_activator_gade,0.0012,0.0012,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aminoglycoside_o-phosphotransferase_aph3-ib,aminoglycoside_o-phosphotransferase_aph3-ib,0.0012,0.0012,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__dna-binding_protein_h-ns,dna-binding_protein_h-ns,0.0012,0.0012,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_tetracycline_efflux_mfs_transporter_tetb,multispecies_tetracycline_efflux_mfs_transporter_tetb,0.0011,0.0011,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__tetr,tetr,0.0011,0.0011,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtb_rnd_type,multidrug_efflux_system_mdtabc-tolc_inner-membrane_protondrug_antiporter_mdtb_rnd_type,0.0011,0.0011,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aac6-ib-cr,aac6-ib-cr,0.0011,0.0011,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,0.0011,0.0011,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aminoglycoside_o-phosphotransferase_aph6-id,aminoglycoside_o-phosphotransferase_aph6-id,0.0011,0.0011,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__escherichia_fosfomycin_resistant_uhpt,escherichia_fosfomycin_resistant_uhpt,0.001,0.001,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__ctx-m-27,ctx-m-27,0.001,0.001,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aminoglycosides_efflux_system_acrad-tolc_inner-membrane_protondrug_antiporter_acrd_rnd_type,aminoglycosides_efflux_system_acrad-tolc_inner-membrane_protondrug_antiporter_acrd_rnd_type,0.001,0.001,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__flor,flor,0.001,0.001,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__oxa-48_family,oxa-48_family,0.001,0.001,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multidrug_resistance_regulator_emrr_mpra,multidrug_resistance_regulator_emrr_mpra,0.001,0.001,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multidrug_efflux_system_acrab-tolc_inner-membrane_protondrug_antiporter_acrb_rnd_type,multidrug_efflux_system_acrab-tolc_inner-membrane_protondrug_antiporter_acrb_rnd_type,0.001,0.001,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__quinolone_resistance_pentapeptide_repeat_protein_qnrs1,quinolone_resistance_pentapeptide_repeat_protein_qnrs1,0.001,0.001,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__tetm,tetm,0.001,0.001,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__tetracycline_efflux_mfs_transporter_tetb,tetracycline_efflux_mfs_transporter_tetb,0.001,0.001,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__aac3-iic,aac3-iic,0.001,0.001,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__shv-12,shv-12,0.001,0.001,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__undecaprenyl-phosphate_4-deoxy-4-formamido-l-arabinose_transferase_ec_2.4.2.53,undecaprenyl-phosphate_4-deoxy-4-formamido-l-arabinose_transferase_ec_2.4.2.53,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-48,multispecies_carbapenem-hydrolyzing_class_d_beta-lactamase_oxa-48,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra12,multispecies_trimethoprim-resistant_dihydrofolate_reductase_dfra12,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multidrug_efflux_pump_mdfacmr_of_mfs_type_broad_spectrum,multidrug_efflux_pump_mdfacmr_of_mfs_type_broad_spectrum,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-55,extended-spectrum_class_a_beta-lactamase_ctx-m-55,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__trimethoprim-resistant_dihydrofolate_reductase_dfra17,trimethoprim-resistant_dihydrofolate_reductase_dfra17,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multidrug_efflux_system_acref-tolc_membrane_fusion_component_acre,multidrug_efflux_system_acref-tolc_membrane_fusion_component_acre,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__dna_gyrase_subunit_a_ec_5.99.1.3,dna_gyrase_subunit_a_ec_5.99.1.3,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__hexose_phosphate_transport_protein_uhpt,hexose_phosphate_transport_protein_uhpt,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__dna-directed_rna_polymerase_beta_subunit_ec_2.7.7.6,dna-directed_rna_polymerase_beta_subunit_ec_2.7.7.6,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multidrug_efflux_system_emrky-tolc_membrane_fusion_component_emrk,multidrug_efflux_system_emrky-tolc_membrane_fusion_component_emrk,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__transcription-repair_coupling_factor,transcription-repair_coupling_factor,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__sensor_protein_basspmrb_activates_basrpmra,sensor_protein_basspmrb_activates_basrpmra,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__multispecies_oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-1,multispecies_oxacillin-hydrolyzing_class_d_beta-lactamase_oxa-1,0.0009,0.0009,random_forest_gini_importance,cefotaxime,random_forest_balanced
amr__chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,chloramphenicol_o-acetyltransferase_ec_2.3.1.28_catb_family,0.0008,0.0008,random_forest_gini_importance,cefotaxime,random_forest_balanced
